season,episode,title,character,dialogue
9,01, Monica Gets A Roommate ,Monica," Oh God, is it
6"
9,01, Monica Gets A Roommate ,Joey, Who's Paul?
9,01, Monica Gets A Roommate ,Ross," Paul the Wine Guy, Paul?"
9,01, Monica Gets A Roommate ,Monica, Maybe. Joey
9,01, Monica Gets A Roommate ,Ross, He finally asked you out?
9,01, Monica Gets A Roommate ,Monica, Yes!
9,01, Monica Gets A Roommate ,Chandler," Ooh, this is a Dear Diary moment."
9,01, Monica Gets A Roommate ,Monica," Rach, wait, I can cancel..."
9,01, Monica Gets A Roommate ,Rachel," Please, no, go, that'd be fine!"
9,01, Monica Gets A Roommate ,Monica," (to Ross) Are, are you okay? I mean, do you
want me to stay?"
9,01, Monica Gets A Roommate ,Ross, (choked voice) That'd be good...
9,01, Monica Gets A Roommate ,Monica, (horrified) Really?
9,01, Monica Gets A Roommate ,Ross," (normal voice) No, go on! It's Paul the Wine
Guy!"
9,01, Monica Gets A Roommate ,Phoebe," What does that mean?  
Does he sell it, drink it, or just complain a lot? (Chandler doesn't know.)"
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,Monica," Hi, come in! Paul, this is.. (They are all
lined up next to the door.)... everybody, everybody, this is Paul."
9,01, Monica Gets A Roommate ,All, Hey! Paul! Hi! The Wine Guy! Hey!
9,01, Monica Gets A Roommate ,Chandler," I'm sorry, I didn't catch your name. Paul,
was it?"
9,01, Monica Gets A Roommate ,Monica," Okay, umm-umm, I'll
just--I'll be right back, I just gotta go ah, go ah..."
9,01, Monica Gets A Roommate ,Ross, A wandering?
9,01, Monica Gets A Roommate ,Monica," Change!  Okay,
sit down. (Shows Paul in) Two seconds."
9,01, Monica Gets A Roommate ,Phoebe," Ooh, I just pulled out four eyelashes. That
can't be good."
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,Joey,"  Hey, Paul!"
9,01, Monica Gets A Roommate ,Paul, Yeah?
9,01, Monica Gets A Roommate ,Joey," Here's a little tip, she
really likes it when you rub her neck in the same spot over and over and over again until
it starts to get a little red."
9,01, Monica Gets A Roommate ,Monica," (yelling from the bedroom)
Shut up, Joey!"
9,01, Monica Gets A Roommate ,Ross," So Rachel, what're you, uh... what're you up
to tonight?"
9,01, Monica Gets A Roommate ,Rachel," Well, I was kinda supposed to be headed for
Aruba on my honeymoon, so nothing!"
9,01, Monica Gets A Roommate ,Ross," Right, you're not even getting your honeymoon,
God.. No, no, although, Aruba, this time of year... talk about your- (thinks) -big
lizards... Anyway, if you don't feel like being alone tonight, Joey and Chandler are
coming over to help me put together my new furniture."
9,01, Monica Gets A Roommate ,Chandler," (deadpan) Yes, and we're very excited
about it. "
9,01, Monica Gets A Roommate ,Rachel," Well actually thanks, but I think I'm just
gonna hang out here tonight.  It's been kinda a long day."
9,01, Monica Gets A Roommate ,Ross," Okay, sure."
9,01, Monica Gets A Roommate ,Joey," Hey Pheebs, you wanna help?"
9,01, Monica Gets A Roommate ,Phoebe," Oh, I wish I could, but I don't want to."
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,Phoebe," (singing) Love is sweet as
summer showers, love is a wondrous work of art, but your love oh your love, your love...is
like a giant pigeon...crapping on my heart.  La-la-la-la-la- (some guy gives her some
change and to that guy) Thank you. (sings) La-la-la-la...ohhh!"
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,Ross," (squatting and reading the instructions) I'm
supposed to attach a brackety thing to the side things, using a bunch of these little worm
guys. I have no brackety thing, I see no whim guys whatsoever and- I cannot feel my legs."
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,Joey," I'm thinking we've got a
bookcase here."
9,01, Monica Gets A Roommate ,Chandler, It's a beautiful thing.
9,01, Monica Gets A Roommate ,Joey, (picking up a leftover part) What's this?
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,Joey, Which goes where?
9,01, Monica Gets A Roommate ,Chandler," I have no
idea."
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,Joey, Done with the bookcase!
9,01, Monica Gets A Roommate ,Chandler, All finished!
9,01, Monica Gets A Roommate ,Ross," (clutching a beer can and sniffing) This was
Carol's favorite beer. She always drank it out of the can, I should have known."
9,01, Monica Gets A Roommate ,Joey," Hey-hey-hey-hey, if you're
gonna start with that stuff we're outta here."
9,01, Monica Gets A Roommate ,Chandler," Yes, please don't spoil
all this fun."
9,01, Monica Gets A Roommate ,Joey," Ross, let me ask you a question. She got the
furniture, the stereo, the good TV- what did you get?"
9,01, Monica Gets A Roommate ,Ross, You guys.
9,01, Monica Gets A Roommate ,Chandler," Oh, God."
9,01, Monica Gets A Roommate ,Joey, You got screwed.
9,01, Monica Gets A Roommate ,Chandler, Oh my God!
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,Monica, Oh my God!
9,01, Monica Gets A Roommate ,Paul," I know, I know, I'm such an idiot. I guess I
should have caught on when she started going to the dentist four and five times a week. I
mean, how clean can teeth get?"
9,01, Monica Gets A Roommate ,Monica," My brother's going through that right now,
he's such a mess. How did you get through it?"
9,01, Monica Gets A Roommate ,Paul," Well, you might try accidentally breaking
something valuable of hers, say her-"
9,01, Monica Gets A Roommate ,Monica, -leg?
9,01, Monica Gets A Roommate ,Paul," (laughing) That's one way! Me, I- I went for
the watch."
9,01, Monica Gets A Roommate ,Monica," You actually broke her watch?  Wow!  The worst thing I ever did was, I-I shredded by
boyfriend's favorite bath towel."
9,01, Monica Gets A Roommate ,Paul," Ooh, steer clear of you."
9,01, Monica Gets A Roommate ,Monica," That's right.
[Scene"
9,01, Monica Gets A Roommate ,Rachel," Barry, I'm sorry... I am so sorry... I know
you probably think that this is all about what I said the other day about you making love
with your socks on, but it isn't... it isn't, it's about me, and I ju- (She stops talking
and dials the phone.) Hi, machine cut me off again... anyway...look,
look, I know that some girl is going to be incredibly lucky to become Mrs. Barry Finkel,
but it isn't me, it's not me.  And not that I have any idea who me is right now, but
you just have to give me a chance too... (The maching cuts her off again and she redials.)"
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,Ross," I'm divorced!  I'm only
26 and I'm divorced!"
9,01, Monica Gets A Roommate ,Joey, Shut up!
9,01, Monica Gets A Roommate ,Chandler," You must stop! (Chandler
hits what he is working on with a hammer and it collapses.)"
9,01, Monica Gets A Roommate ,Ross, That only took me an hour.
9,01, Monica Gets A Roommate ,Chandler," Look, Ross, you gotta
understand, between us we haven't had a relationship that has lasted longer than a Mento.
  You, however have had the love of a woman for four years.  
Four years of closeness and sharing at the end of which she ripped your heart out, and
that is why we don't do it!  I don't think that was my point!"
9,01, Monica Gets A Roommate ,Ross," You know what the scariest part is? What if
there's only one woman for everybody, y'know? I mean what if you get one woman- and that's
it? Unfortunately in my case, there was only one woman- for her..."
9,01, Monica Gets A Roommate ,Joey," What are you talking about? 'One woman'?
That's like saying there's only one flavor of ice cream for you. Lemme tell you something,
Ross. There's lots of flavors out there. There's Rocky Road, and Cookie Dough, and Bing!
Cherry Vanilla. You could get 'em with Jimmies, or nuts, or whipped cream! This is the
best thing that ever happened to you! You got married, you were, like, what, eight?
Welcome back to the world! Grab a spoon!"
9,01, Monica Gets A Roommate ,Ross, I honestly don't know if I'm hungry or horny.
9,01, Monica Gets A Roommate ,Chandler, Stay out of my freezer! [Scene
9,01, Monica Gets A Roommate ,Paul," Ever since she walked out on me, I, uh..."
9,01, Monica Gets A Roommate ,Monica," What?..... What, you wanna spell it out with
noodles?"
9,01, Monica Gets A Roommate ,Paul," No, it's, it's more of a fifth date kinda
revelation."
9,01, Monica Gets A Roommate ,Monica," Oh, so there is gonna be a fifth date?"
9,01, Monica Gets A Roommate ,Paul, Isn't there?
9,01, Monica Gets A Roommate ,Monica," Yeah... yeah, I think there is. -What were
you gonna say?"
9,01, Monica Gets A Roommate ,Paul," Well, ever-ev-... ever since she left me, um,
I haven't been able to, uh, perform. (Monica takes a sip of her drink.) ...Sexually. "
9,01, Monica Gets A Roommate ,Monica," (spitting out her drink in shock) Oh God, oh
God, I am sorry... I am so sorry..."
9,01, Monica Gets A Roommate ,Paul, It's okay...
9,01, Monica Gets A Roommate ,Monica," I know being spit on is probably not what
you need right now. Um... how long?"
9,01, Monica Gets A Roommate ,Paul, Two years.
9,01, Monica Gets A Roommate ,Monica," Wow! I'm-I'm-I'm glad you smashed her watch!
"
9,01, Monica Gets A Roommate ,Paul," So you still think you, um... might want that
fifth date?"
9,01, Monica Gets A Roommate ,Monica," (pause)...Yeah. Yeah, I do."
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,Rachel," Oh...see... but Joanne loved Chachi! That's
the difference!"
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,Ross," (scornful) Grab a spoon. Do you know how long
it's been since I've grabbed a spoon? Do the words 'Billy, don't be a hero' mean anything
to you? "
9,01, Monica Gets A Roommate ,Joey," Great story!  But, I uh,
I gotta go, I got a date with Andrea--Angela--Andrea...  Oh man, (looks to Chandler)"
9,01, Monica Gets A Roommate ,Chandler," Angela's the screamer,
Andrea has cats."
9,01, Monica Gets A Roommate ,Joey," Right.  Thanks. 
It's June.  I'm outta here. (Exits.)"
9,01, Monica Gets A Roommate ,Ross," Y'know, here's the thing. Even if I could get
it together enough to- to ask a woman out,... who am I gonna ask? (He gazes out of the
window.)"
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,Rachel," Isn't this amazing? I mean, I have never
made coffee before in my entire life."
9,01, Monica Gets A Roommate ,Chandler, That is amazing.
9,01, Monica Gets A Roommate ,Joey, Congratulations. 
9,01, Monica Gets A Roommate ,Rachel," Y'know, I figure if I can
make coffee, there isn't anything I can't do."
9,01, Monica Gets A Roommate ,Chandler," If can invade Poland,
there isn't anything I can't do."
9,01, Monica Gets A Roommate ,Joey," Listen, while you're on a roll, if you feel
like you gotta make like a Western omelet or something... (Joey and Chandler taste the
coffee, grimace, and pour it into a plant pot.) Although actually I'm really not that
hungry..."
9,01, Monica Gets A Roommate ,Monica," (entering, to herself) Oh
good, Lenny and Squigy are here."
9,01, Monica Gets A Roommate ,All, Morning. Good morning.
9,01, Monica Gets A Roommate ,Paul," (entering from Monica's room)
Morning."
9,01, Monica Gets A Roommate ,Joey," Morning, Paul."
9,01, Monica Gets A Roommate ,Rachel," Hello, Paul."
9,01, Monica Gets A Roommate ,Chandler," Hi, Paul, is it?"
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,Paul," Thank you!  Thank you so
much!"
9,01, Monica Gets A Roommate ,Monica, Stop!
9,01, Monica Gets A Roommate ,Paul," No, I'm telling you last night
was like umm, all my birthdays, both graduations, plus the barn raising scene in Witness."
9,01, Monica Gets A Roommate ,Monica, We'll talk later.
9,01, Monica Gets A Roommate ,Paul, Yeah. (They kiss) Thank you. (Exits)
9,01, Monica Gets A Roommate ,Joey," That wasn't a real date?! What the hell do you
do on a real date?"
9,01, Monica Gets A Roommate ,Monica," Shut up, and put my table back."
9,01, Monica Gets A Roommate ,All, Okayyy! (They do so.)
9,01, Monica Gets A Roommate ,Chandler," All right, kids, I gotta get to work. If I
don't input those numbers,... it doesn't make much of a difference... "
9,01, Monica Gets A Roommate ,Rachel," So, like, you guys all have jobs?"
9,01, Monica Gets A Roommate ,Monica," Yeah, we all have jobs. See, that's how we
buy stuff."
9,01, Monica Gets A Roommate ,Joey," Yeah, I'm an actor."
9,01, Monica Gets A Roommate ,Rachel, Wow! Would I have seen you in anything?
9,01, Monica Gets A Roommate ,Joey, I doubt it. Mostly regional work.
9,01, Monica Gets A Roommate ,Monica," Oh wait, wait, unless you happened to catch
the Reruns' production of Pinocchio, at the little theater in the
park."
9,01, Monica Gets A Roommate ,Joey," Look, it was a job all right?"
9,01, Monica Gets A Roommate ,Chandler," 'Look, Gippetto, I'm a real live boy.'"
9,01, Monica Gets A Roommate ,Joey," I will not take this abuse. (Walks to the door
and opens it to leave.)"
9,01, Monica Gets A Roommate ,Chandler," You're right, I'm sorry. (Burst into song
and dances out of the door.) ""Once I was a wooden boy, a little wooden boy..."""
9,01, Monica Gets A Roommate ,Joey," You should both know,
that he's a dead man.  Oh, Chandler? (Starts after Chandler.) "
9,01, Monica Gets A Roommate ,Monica," So how you doing today? Did you sleep okay?
Talk to Barry? I can't stop smiling."
9,01, Monica Gets A Roommate ,Rachel," I can see that. You look like you slept with
a hanger in your mouth."
9,01, Monica Gets A Roommate ,Monica," I know, he's just so, so... Do you remember
you and Tony DeMarco?"
9,01, Monica Gets A Roommate ,Rachel," Oh, yeah."
9,01, Monica Gets A Roommate ,Monica," Well, it's like that. With feelings."
9,01, Monica Gets A Roommate ,Rachel, Oh wow. Are you in trouble.
9,01, Monica Gets A Roommate ,Monica, Big time!
9,01, Monica Gets A Roommate ,Rachel," Want a wedding dress?  
Hardly used."
9,01, Monica Gets A Roommate ,Monica," I think we are getting
a little ahead of selves here. Okay. Okay. I am just going to get up, go to work
and not think about him all day. Or else I'm just gonna get up and go to work."
9,01, Monica Gets A Roommate ,Rachel," Oh, look, wish me luck!"
9,01, Monica Gets A Roommate ,Monica, What for?
9,01, Monica Gets A Roommate ,Rachel," I'm gonna go get one of those (Thinks) job
things."
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,Phoebe," Oh no, don't hate, you don't
want to put that out into the universe."
9,01, Monica Gets A Roommate ,Monica," Is it me? Is it like I have some sort of
beacon that only dogs and men with severe emotional problems can hear? "
9,01, Monica Gets A Roommate ,Rachel," Oh God, come on you
guys, is this really necessary?  I mean, I can stop charging anytime I want. "
9,01, Monica Gets A Roommate ,Rachel," No.  No, no, I'm not
ready!  How can I be ready?  ""Hey, Rach!  You ready to jump out the
airplane without your parachute?""  Come on, I can't do this!"
9,01, Monica Gets A Roommate ,Monica," You can, I know you
can! "
9,01, Monica Gets A Roommate ,Ross," Come on, you made
coffee!   You can do anything! (Chandler slowly tries to hide the now dead plant from
that morning when he and Joey poured their coffee into it.)"
9,01, Monica Gets A Roommate ,Rachel," Y'know what?  I think
we can just leave it at that.  It's kinda like a symbolic gesture..."
9,01, Monica Gets A Roommate ,Monica,"  Rachel! 
That was a library card! "
9,01, Monica Gets A Roommate ,Chandler," (as Rachel is cutting up
her cards) Y'know, if you listen closely, you can hear a thousand retailers scream. "
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,Monica," Welcome to the real world! It sucks. You're
gonna love it! "
9,01, Monica Gets A Roommate ,Ross and Rachel, Goodnight.
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,All, Yes!
9,01, Monica Gets A Roommate ,Monica," I said that you had a nice
butt, it's just not a great butt."
9,01, Monica Gets A Roommate ,Joey," Oh, you wouldn't know a great
butt if it came up and bit ya."
9,01, Monica Gets A Roommate ,Ross," There's an image.
"
9,01, Monica Gets A Roommate ,,
9,01, Monica Gets A Roommate ,Chandler," Okay, so, I'm in Las
Vegas... I'm Liza Minelli- "
9,02, The Sonogram At The End ,,
9,02, The Sonogram At The End ,Monica," What you guys don't understand is, for us,
kissing is as important as any part of it. "
9,02, The Sonogram At The End ,,
9,02, The Sonogram At The End ,Chandler," Oh, I think this is the episode of Three's
Company where there's some kind of misunderstanding. "
9,02, The Sonogram At The End ,Joey," Alright, when'd'ya have it on last?"
9,02, The Sonogram At The End ,Phoebe, Doy! Probably right before she lost it! 
9,02, The Sonogram At The End ,Ross, (standing outside the door).....Hi. 
9,02, The Sonogram At The End ,,
9,02, The Sonogram At The End ,Mr. Geller," Look, there are people like Ross who
need to shoot for the stars, with his museum, and his papers getting published. Other
people are satisfied with staying where they are- I'm telling you, these are the people
who never get cancer. "
9,02, The Sonogram At The End ,,
9,03, The Thumb ,,
9,04, George Stephanopoulos ,,
9,04, George Stephanopoulos ,Monica, Alright. Phoebe? 
9,04, George Stephanopoulos ,Phoebe," Okay, okay. If I were omnipotent for a day,
I would want, um, world peace, no more hunger, good things for the rain-forest...And
bigger boobs! "
9,04, George Stephanopoulos ,Ross," Yeah, see.. you took mine. Chandler, what
about you? "
9,04, George Stephanopoulos ,Chandler," Uh, if I were omnipotent for a day, I'd..
make myself omnipotent forever. "
9,04, George Stephanopoulos ,Rachel," See, there's always one guy. (Mocking)
""If I had a wish, I'd wish for three more wishes."" (Joey enters.) "
9,04, George Stephanopoulos ,All," Hey Joey. Hi. Hey, buddy. "
9,04, George Stephanopoulos ,Monica," Hey, Joey, what would you do if you were
omnipotent? "
9,04, George Stephanopoulos ,Joey, Probably kill myself! 
9,04, George Stephanopoulos ,Monica, ..Excuse me? 
9,04, George Stephanopoulos ,Joey," Hey, if Little Joey's dead, then I got no
reason to live! "
9,04, George Stephanopoulos ,Ross," Joey, uh- OMnipotent. "
9,04, George Stephanopoulos ,Joey," You are? Ross, I'm sorry.. "
9,04, George Stephanopoulos ,,
9,04, George Stephanopoulos ,Monica, How does she do that? 
9,04, George Stephanopoulos ,Ross, I cannot sleep in a public place. 
9,04, George Stephanopoulos ,Monica, Would you look at her? She is so peaceful. 
9,04, George Stephanopoulos ,Phoebe," (waking and startling them) Oh! What what
what! ...Hi. "
9,04, George Stephanopoulos ,Ross," It's okay, y'know, you just nodded off again. "
9,04, George Stephanopoulos ,Monica, What's going on with you? 
9,04, George Stephanopoulos ,Phoebe, I got no sleep last night! 
9,04, George Stephanopoulos ,Ross, Why? 
9,04, George Stephanopoulos ,Phoebe," My grandmother has this new boyfriend, and
they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to
reassure each other that they're having a good time. You have no idea how loud they are! "
9,04, George Stephanopoulos ,Monica," Well, if you want, you can stay with Rachel
and me tonight. "
9,04, George Stephanopoulos ,Phoebe, Thanks. 
9,04, George Stephanopoulos ,,
9,04, George Stephanopoulos ,Joey," ...Ninety-five, ninety-six, ninety-seven. See,
I told you! Less than a hundred steps from our place to here. "
9,04, George Stephanopoulos ,Chandler, You got waaaay too much free time. 
9,04, George Stephanopoulos ,Joey," (to Ross) Hey! Here's the birthday boy! Ross,
check it out"
9,04, George Stephanopoulos ,Chandler," Happy birthday, pal! "
9,04, George Stephanopoulos ,Joey," We love you, man. (Kisses Ross) "
9,04, George Stephanopoulos ,Ross," Funny, my birthday was seven months ago. "
9,04, George Stephanopoulos ,Joey, So? 
9,04, George Stephanopoulos ,Ross," So, I'm guessing you had an extra ticket and
couldn't decide which one of you got to bring a date? "
9,04, George Stephanopoulos ,Chandler," Well, aren't we Mr. ""The glass is
half empty."" "
9,04, George Stephanopoulos ,Ross," Oh my God, oh- is today the twentieth, October
twentieth? "
9,04, George Stephanopoulos ,Monica," Oh, I was hoping you wouldn't remember. "
9,04, George Stephanopoulos ,Ross, Ohhh. 
9,04, George Stephanopoulos ,Joey, What's wrong with the twentieth? 
9,04, George Stephanopoulos ,Chandler," Eleven days before Halloween.. all the
good costumes are gone? "
9,04, George Stephanopoulos ,Ross," Today's the day Carol and I first..
consummated our physical relationship. (Joey is puzzled.) Sex. ..You know what, I-I'd
better pass on the game. I think I'm just gonna go home and think about my ex-wife and her
lesbian lover. "
9,04, George Stephanopoulos ,Joey," The hell with hockey, let's all do that! "
9,04, George Stephanopoulos ,Chandler," (trying to stop Ross leaving) C'mon, Ross!
You, me, Joey, ice, guys' night out, c'mon, whaddya say, big guy, (Pretending to punch him
in the stomach.) Huh? Huh? Huh? "
9,04, George Stephanopoulos ,Ross, What are you doing? 
9,04, George Stephanopoulos ,Chandler, (stops) I have no idea. 
9,04, George Stephanopoulos ,Joey," C'mon, Ross! "
9,04, George Stephanopoulos ,Ross," Alright, alright, maybe it'll take my mind off
it. Do you promise to buy me a big thumb finger? "
9,04, George Stephanopoulos ,Chandler, You got it.
9,04, George Stephanopoulos ,,
9,04, George Stephanopoulos ,Rachel," Look-look-look-look-look, my first pay
check! Look at the window, there's my name! Hi, me! "
9,04, George Stephanopoulos ,Phoebe," I remember the day I got my first pay check.
There was a cave in in one of the mines, and eight people were killed. "
9,04, George Stephanopoulos ,Monica," Wow, you worked in a mine? "
9,04, George Stephanopoulos ,Phoebe," I worked in a Dairy Queen, why? "
9,04, George Stephanopoulos ,Rachel," God, isn't this exciting? I earned this. I
wiped tables for it, I steamed milk for it, and it was totally—(opens
envelope)—not worth it. Who's FICA? Why's he getting all my money? I mean, what-
Chandler, look at that. "
9,04, George Stephanopoulos ,Chandler," (looking) Oh, this is not that bad. "
9,04, George Stephanopoulos ,Joey," Oh, you're fine, yeah, for a first job. "
9,04, George Stephanopoulos ,Ross," You can totally, totally live on this. "
9,04, George Stephanopoulos ,Monica," Yeah, yeah. "
9,04, George Stephanopoulos ,Ross," Oh, by the way, great service
tonight. "
9,04, George Stephanopoulos ,All, Oh! Yeah! 
9,04, George Stephanopoulos ,,
9,04, George Stephanopoulos ,,
9,04, George Stephanopoulos ,,
9,04, George Stephanopoulos ,Rachel," Oh my God! (Rachel, Leslie, Kiki, and Joanne
all scream and hug each other. "
9,04, George Stephanopoulos ,Monica," (to Phoebe) I swear I've seen birds do this
on Wild Kingdom. "
9,04, George Stephanopoulos ,Rachel, What are you guys doing here? 
9,04, George Stephanopoulos ,,
9,04, George Stephanopoulos ,Joanne," Look at you in the apron.
You look like you're in a play. "
9,04, George Stephanopoulos ,Rachel," (to a pregnant Leslie) Look at you, you are
so big I can't believe it! "
9,04, George Stephanopoulos ,,
9,04, George Stephanopoulos ,Rachel, (to Joanne) So what's going on with you? 
9,04, George Stephanopoulos ,Joanne," Well, guess who my dad's
making partner in his firm? (She points to herself and they all scream again.) "
9,04, George Stephanopoulos ,,
9,04, George Stephanopoulos ,Phoebe," (to Monica) Look, look, I have elbows! (They
scream.)"
9,04, George Stephanopoulos ,,
9,04, George Stephanopoulos ,Chandler," ...Poulet passes it up to Leetch! (Passes
it to Joey.) "
9,04, George Stephanopoulos ,Joey," Leetch spots Messier in the crease- there's
the pass! (He kicks it to Ross, but Ross is staring into a shop window.) "
9,04, George Stephanopoulos ,Chandler," We'll take a brief time out while Messier
stops to look at some women's shoes. "
9,04, George Stephanopoulos ,Ross," Carol was wearing boots just like those the
night that we- we first- y'know. Fact, she, uh- she never took'em off, 'cause we-we- (off
Chandler's look) Sorry. Sorry. "
9,04, George Stephanopoulos ,,
9,04, George Stephanopoulos ,Joey, What? 
9,04, George Stephanopoulos ,Ross, Peach pit. 
9,04, George Stephanopoulos ,Chandler," Yes, Bunny? "
9,04, George Stephanopoulos ,Ross," (points) Peach pit. That night we, uh- we had-
"
9,04, George Stephanopoulos ,Joey, -Peaches? 
9,04, George Stephanopoulos ,Ross," Actually, nectarines, but basically... "
9,04, George Stephanopoulos ,Chandler, (to Joey) Could've been a peach. 
9,04, George Stephanopoulos ,Ross," Then, uh, then we got dressed, and I-I... I
walked her to the- (looks up, realises, and points) -the bus stop... I'm fine."
9,04, George Stephanopoulos ,Joey," Hey, that woman's got an ass like Carol's!
(They turn to stare at him.) What? Thought we were trying to find stuff. "
9,04, George Stephanopoulos ,,
9,04, George Stephanopoulos ,Rachel," So c'mon, you guys, tell me all the dirt! "
9,04, George Stephanopoulos ,Kiki," Well, the biggest news is still you dumping
Barry at the altar! "
9,04, George Stephanopoulos ,Joanne, Alright. Let's talk reality for a second. 
9,04, George Stephanopoulos ,Rachel, Okay. 
9,04, George Stephanopoulos ,Joanne, When are you coming home? 
9,04, George Stephanopoulos ,Rachel," What? Guys, I'm not. "
9,04, George Stephanopoulos ,Joanne," C'mon, this is us. "
9,04, George Stephanopoulos ,Rachel," I'm not! This is what I'm doing now. I've
got this job- "
9,04, George Stephanopoulos ,Kiki, Waitressing? 
9,04, George Stephanopoulos ,Rachel," Okay, I'm not just waitressing. I'm.. I,
um... I write the specials on the specials board, and, uh... and I, uh... I take the uh
dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little
chocolate blobbies on the cookies. "
9,04, George Stephanopoulos ,,
9,04, George Stephanopoulos ,,
9,04, George Stephanopoulos ,Monica," Hey, Rach. How was it with your friends?
(She and Phoebe scream.) Okay! How would you like some Tiki Death Punch? (She pours the
contents of the blender into some glasses.) "
9,04, George Stephanopoulos ,Rachel, What's that? 
9,04, George Stephanopoulos ,Monica," Weeeell, it's rum, and- "
9,04, George Stephanopoulos ,Rachel," Okay. (Grabs the blender and starts to
drink.) "
9,04, George Stephanopoulos ,Monica," We thought since Phoebe was staying over
tonight we'd have kinda like a slumber party thing. We got some trashy magazines, we got
cookie dough, we got Twister... (The phone rings and Monica answers it.) "
9,04, George Stephanopoulos ,Phoebe," Ooh! Ooh! And I brought Operation!
But, um, I lost the tweezers, so we can't operate. But we can prep the guy! "
9,04, George Stephanopoulos ,Monica," Uh, Rach, it's the Visa card
people. "
9,04, George Stephanopoulos ,Rachel," Oh, God, ask them what they want. "
9,04, George Stephanopoulos ,Monica," (on phone) Could you please tell me what
this is in reference to? (Listens) Yes, hold on. (To Rachel) Um, they say there's been
some unusual activity on your account. "
9,04, George Stephanopoulos ,Rachel, But I haven't used my card in weeks! 
9,04, George Stephanopoulos ,Monica," That is the unusual
activity. Look, they just wanna see if you're okay. "
9,04, George Stephanopoulos ,Rachel," They wanna know if I'm okay. Okay.. they
wanna know if I'm okay, okay, let's see. Well, let's see, the FICA guys took all my money,
everyone I know is either getting married, or getting promoted, or getting pregnant, and
I'm getting coffee! And it's not even for me! So if that sounds like I'm okay, okay, then
you can tell them I'm okay, okay? "
9,04, George Stephanopoulos ,Monica," (pauses then on the phone) Uh- Rachel has
left the building, can you call back? "
9,04, George Stephanopoulos ,Rachel," Alright, c'mon! (Miserably) Let's play Twister!"
9,04, George Stephanopoulos ,,
9,04, George Stephanopoulos ,Ross," (squeezing past people) Sorry, sorry... Uh-oh.
"
9,04, George Stephanopoulos ,Chandler," What? There was ice there that night with
Carol? Plastic seats? Four thousand angry Pittsburgh fans? "
9,04, George Stephanopoulos ,Ross," No, actually I was just saying it looks like
we're not sitting together. But now you mention it, there was ice there that
night... It was the first frost... "
9,04, George Stephanopoulos ,Joey," C'mon, sit. Just sit down, sit. "
9,04, George Stephanopoulos ,,
9,04, George Stephanopoulos ,Monica," You should feel great about yourself! You're
doing this amazing independence thing! "
9,04, George Stephanopoulos ,Rachel," Monica, what is so amazing? I gave up, like,
everything. And for what? "
9,04, George Stephanopoulos ,Phoebe, You are just like Jack. 
9,04, George Stephanopoulos ,Rachel, ...Jack from downstairs? 
9,04, George Stephanopoulos ,Phoebe," No, Jack and the Beanstalk. "
9,04, George Stephanopoulos ,Monica," Ah, the other Jack. "
9,04, George Stephanopoulos ,Phoebe," Yeah, right! See, he gave up something, but
then he got those magic beans. And then he woke up, and there was this, this big plant
outside his window, full of possibilities and stuff.. And he lived in a village, and you
live in the Village.. "
9,04, George Stephanopoulos ,Rachel," Okay, but Pheebs, Pheebs, Jack gave up a
cow, I gave up an orthodontist. Okay, I-I-I know, I know I didn't love him- "
9,04, George Stephanopoulos ,Phoebe," Oh, see, Jack did love the cow. "
9,04, George Stephanopoulos ,Rachel," But see, it was a plan. Y'know, it was
clear. It was figured out, and now everything's just kinda like... "
9,04, George Stephanopoulos ,Phoebe, Floopy? 
9,04, George Stephanopoulos ,Rachel, Yeah. 
9,04, George Stephanopoulos ,Monica," So what, you're not the only one. I mean,
half the time we don't know where we're going. You've just gotta figure at some point it's
all gonna come together, and it's just gonna be... un-floopy. "
9,04, George Stephanopoulos ,Phoebe," Oh, like that's a word. "
9,04, George Stephanopoulos ,Rachel," Okay, but Monica, what if- what if it
doesn't come together? "
9,04, George Stephanopoulos ,Monica, ...Pheebs? 
