season,episode,character,dialogue
s08,e12,Rachel Green,They made you head of the department!
s08,e12,Ross Geller,"No, I get to teach one of his advanced classes! Why didn't I get head of the department?"
s08,e12,Joey Tribbiani,"Oh! Hey Rach, listen umm..."
s08,e12,Joey Tribbiani,"I got a big date coming up, do you know a good restaurant?"
s08,e12,Rachel Green,"Uh, Paul's Caf. They got great food and it's really romantic."
s08,e12,Joey Tribbiani,"Ooh, great! Thanks!"
s08,e12,Rachel Green,"Yeah! Oh, and then afterwards you can take her to the Four Seasons for drinks. Or you go downtown and listen to some jazz. Or dancing-Oh! Take her dancing!"
s08,e12,Joey Tribbiani,"You sure are naming a lot of ways to postpone sex, I'll tell ya..."
s08,e12,Rachel Green,"Ooh, I miss dating. Gettin' all dressed up and going to a fancy restaurant. I'm not gonna be able to do that for so long, and it's so much fun! I mean not that sitting at home worrying about giving birth to a sixteen pound baby is not fun."
s08,e12,Joey Tribbiani,"Hey, y'know what?"
s08,e12,Joey Tribbiani,Why don't I take you out?
s08,e12,Rachel Green,"What?! Joey, you don't want to go on a date with a pregnant lady."
s08,e12,Joey Tribbiani,"Yes I do! And we're gonna go out, we're gonna have a good time, and take your mind off of childbirth and c-sections and-and giant baby heads stretching out..."
s08,e12,Rachel Green,Okay! I'll go with ya! I'll go! I'll go with ya.
s08,e12,Joey Tribbiani,I'll be fun.
s08,e12,Rachel Green,All right?
s08,e12,Phoebe Buffay,"No. No! Yes! Ahh. Oh, would you look at that Monica? I just knocked off all of your top scores, how sad."
s08,e12,Monica Geller,"Okay, I'm next. Don't! Don't start another game! I said I'm next! Phoebe!"
s08,e12,Phoebe Buffay,"Oh, I'm sorry. I didn't hear you over all the winning."
s08,e12,Monica Geller,Chandler! Phoebe's hogging the game!
s08,e12,Chandler Bing,Who cares? It's a stupid game.
s08,e12,Monica Geller,You only think it's stupid because you suck at it.
s08,e12,Chandler Bing,I don't suck. It's sucks. You suck.
s08,e12,Phoebe Buffay,"Wait okay, if this game is gonna cause problems between the two of you, then maybe I should just keep it."
s08,e12,Monica Geller,"No! No-no! I love it! It is a great present! In fact, why don't you go home and wait for the thank you card?"
s08,e12,Chandler Bing,Why do you want to play this game so bad?
s08,e12,Phoebe Buffay,Yeah! It's not like it spits out a Clark bar after every game.
s08,e12,Monica Geller,"Okay. Phoebe that's it. Come on, get out-out of the chair. Get out! Oh come...Phoebe!"
s08,e12,Rachel Green,Joey? Could you get that? What are you doing here? I thought you were in your room?
s08,e12,Joey Tribbiani,"No, I'm picking you up for our date. These are for you."
s08,e12,Rachel Green,"Ohh, Lilies. Joey, they're my favorite. Thank you."
s08,e12,Joey Tribbiani,"And, a brownie! Well, half a brownie. Actually, it's just bag. It's been a long walk from the flower shop and I was startin' to feel faint so..."
s08,e12,Rachel Green,"Oh man! This is so great! I actually feel like I'm going on a real date! Although, I have a hint of morning sickness, and I'm wearing underwear that goes up to about......there."
s08,e12,Joey Tribbiani,"Hey come on now, this is a real date. Uh, so...nice place you got here. Foosball, huh? Pizza box. Oh, a subscription to Playboy, my kind of woman."
s08,e12,Rachel Green,"Yeah, actually that's my roommate's."
s08,e12,Joey Tribbiani,I would like to meet him. He sounds like a stand up guy.
s08,e12,Rachel Green,"Ah yes, but he's very protective of me so you'd better watch yourself."
s08,e12,Joey Tribbiani,"Ah... Hey, so this roommate of yours...is he good looking?"
s08,e12,Joey Tribbiani,"Oh yeah, it must be tough to keep your hands of him, huh?"
s08,e12,Rachel Green,"Yeah, but I'm pretty sure he's gay."
s08,e12,Joey Tribbiani,"No-no-no-no, he's not! No! Why are you trying to ruin the game? Come on!"
s08,e12,Ross Geller,"...which brings us back, of course, to Greely's theory of dominance. Okay, that-that's all for today. Oh, uh does anyone know where the Freeman building is?"
s08,e12,Ross Geller,"What?! That-that's all the way cross town, I'm supposed to teach a graduate seminar there in ten minutes."
s08,e12,Ross Geller,Move it! Move it! Move it!! Hey!!! I'm the teacher!!
s08,e12,Ross Geller,"Hello. I'm sorry I'm a little late. Ah--Whoa! A lot late. Let me start by uh, by introducing myself, I am Professor Geller. So to sum up, I'm Professor Geller. Good job today."
s08,e12,Rachel Green,"Now the filet mignon, what comes with that?"
s08,e12,Rachel Green,"Emmm. Now, instead of the vegetables, is there anyway I can substitute the three-pound lobster?"
s08,e12,Joey Tribbiani,"Y'know what? Bring her both, and I'll have the same."
s08,e12,Rachel Green,"Wow! This is shaping up to be a pretty good date-Oh, I almost forgot. I didn't pay you the rent check."
s08,e12,Joey Tribbiani,"Oh whoa-whoa-whoa, no roommate stuff. Okay? We're on a date."
s08,e12,Rachel Green,Okay. Wow! So I get to see what Joey Tribbiani is like on a date. So do you have any moves?
s08,e12,Joey Tribbiani,"No! No. Umm, just myself and if they don't like me for- I'm sorry I couldn't even get through that."
s08,e12,Rachel Green,I knew it! I knew it. Come on tell me your moves.
s08,e12,Joey Tribbiani,"Oh alright. Umm, well, okay, I usually start by having a bottle of wine sent to my table from a fan."
s08,e12,Rachel Green,Oh my God. And that works?!
s08,e12,Joey Tribbiani,"Well it does when you combine it with, ""This is so embarrassing, I just want to have a normal life!"""
s08,e12,Rachel Green,"Oh, you poor little famous man."
s08,e12,Joey Tribbiani,"Oh okay, how about this one. I was gonna wait until the end of the night to kiss you, but you're so beautiful...I don't think I can."
s08,e12,Rachel Green,"Oh my God! Wow! That was fantastic, I almost leaned in. I really almost did!"
s08,e12,Joey Tribbiani,"Alright, so...so tell me one of your moves."
s08,e12,Rachel Green,Alright. So where'd you grow up?
s08,e12,Joey Tribbiani,"That's your move? Boy Rach, you're lucky you're hot."
s08,e12,Rachel Green,"Come on, just answer the question!"
s08,e12,Rachel Green,And so were-were you close to your parents?
s08,e12,Joey Tribbiani,"Yeah, with my mom. Yeah, not so much with my dad."
s08,e12,Rachel Green,Why not?
s08,e12,Joey Tribbiani,"I don't know. I guess there's just always been this distance y'know-I mean we both try to pretend it's not there, but it is."
s08,e12,Rachel Green,Oh. It's gotta be rough.
s08,e12,Joey Tribbiani,"Yeah, it is. It's really tough. Y'know sometimes I think-Wow!! Nice move!"
s08,e12,Joey Tribbiani,"""Where'd you grow up,"" it's so simple!"
s08,e12,Rachel Green,"Thank you! And now if you'll excuse me, I have to go to the rest room."
s08,e12,Rachel Green,And now you're watching me walk away.
s08,e12,Joey Tribbiani,Yes I am! Again so simple!
s08,e12,Chandler Bing,You are not going to believe what I did today!
s08,e12,Monica Geller,Well it clearly wasn't showering or shaving.
s08,e12,Chandler Bing,I got good. I played this game all day and now I rule at it! They should change the name of it to Ms. Chandler. Although I-I hope they don't.
s08,e12,Monica Geller,"Wait a minute, you stayed home all day and played Ms. Pac-Man while I went off to work like some kind of chump?!"
s08,e12,Chandler Bing,"Uh-huh, and I got all the top ten scores, I erased Phoebe off the board! High five!"
s08,e12,Monica Geller,What is the matter with your hand?
s08,e12,Chandler Bing,"Well I've been playing it for like eight hours, it'll loosen up. Come on, check out the scores. Oh, and also look at the initials, they're dirty words."
s08,e12,Monica Geller,"Chandler, why would you do that?"
s08,e12,Chandler Bing,Because it's awesome.
s08,e12,Monica Geller,You think this is clever?
s08,e12,Chandler Bing,"Well y'know, they only give you three letters, so after A-S-S it is a bit of a challenge."
s08,e12,Monica Geller,"Hey wait a minute, this one isn't dirty."
s08,e12,Chandler Bing,It is when you put it together with that one.
s08,e12,Monica Geller,"Ah, well if you don't clear this off, you won't be getting one of those from me. But Ben's coming over here tomorrow to play this game, this can't be there."
s08,e12,Chandler Bing,"Come on, he won't even know what they mean."
s08,e12,Monica Geller,Chandler! He's seven; he's not stupid.
s08,e12,Chandler Bing,Have you talked to him lately?
s08,e12,Monica Geller,"All right, look I'm just gonna unplug it."
s08,e12,Chandler Bing,"No-no-no, if you unplug it, I'll have nothing to show for my day! It would be like I was at work. No! Hey look at that! Look at that, it's still there! This thing must have some kind of primitive ROM Chip in it or something!"
s08,e12,Monica Geller,Honey you-you got to beat your scores!
s08,e12,Chandler Bing,With the claw?!
s08,e12,Monica Geller,"All right fine. Fine, I'll do it. I've just got to get this off the screen. Carol and Susan are still upset that you taught him pull my finger."
s08,e12,Chandler Bing,Pull my finger--My hand is messed up.
s08,e12,Rachel Green,I am not gonna answer that!
s08,e12,Joey Tribbiani,"Oh come on! Just pick one! Between Monica, Phoebe, Chandler, and Ross if you had to, if you had to, who would you punch?"
s08,e12,Rachel Green,"No one! They are my friends, I wouldn't punch any of them."
s08,e12,Rachel Green,"Yeah, but I don't know why. Look at me, I'm having such a wonderful time!"
s08,e12,Joey Tribbiani,"Me too! Hey Rach, can I just say I think this is the best date I ever had!"
s08,e12,Rachel Green,I know!
s08,e12,Joey Tribbiani,I never laughed so hard-Did you see the wine come out of my nose?
s08,e12,Rachel Green,"Joey, I think everyone saw the wine come out of your nose."
s08,e12,Joey Tribbiani,"I gotta say, I never knew I could enjoy the non-sex part of the date so much."
s08,e12,Rachel Green,Well that is because you have never been on a date with me before.
s08,e12,Joey Tribbiani,Huh. Huh.
s08,e12,Rachel Green,"All right, now don't judge me. I normally wait until my date leaves, but you live here. I'm ripping into this swan."
s08,e12,Joey Tribbiani,"Ah! Okay, well then you don't judge me. I'm gonna suck on the cellophane from the brownie I had before."
s08,e12,Rachel Green,"So tell me, what are Joey Tribbiani's end of the night moves?"
s08,e12,Joey Tribbiani,"Ah, well, if I want the girl to kiss me, first thing I do is make my lips look irresistible."
s08,e12,Rachel Green,How do you do that?
s08,e12,Joey Tribbiani,"Now you can't tell anyone, but uh...I put on shiny lip balm."
s08,e12,Rachel Green,Oh my God!
s08,e12,Joey Tribbiani,"Yeah, like a moth to a flame, I'm telling ya. Okay all right, so now you go."
s08,e12,Rachel Green,"No, I don't want to tell you."
s08,e12,Joey Tribbiani,Why not?
s08,e12,Rachel Green,Because it's embarrassing.
s08,e12,Joey Tribbiani,"More embarrassing than shiny raspberry lip balm?! I didn't say raspberry before did I? All right just-just tell me Rach, just tell me!"
s08,e12,Rachel Green,"Okay. All right, stand up. Well, when we're at the door, I lightly press my lips against his, and then move into his body just for a second, and then I make this sound, ""Hmmm."" Okay, I know it doesn't sound like anything, but I swear it works."
s08,e12,Joey Tribbiani,"Yeah. Why-Yeah, that would work for ya..."
s08,e12,Rachel Green,"All right, I gotta go to bed. Honey, I had such a wonderful time."
s08,e12,Joey Tribbiani,Oh. Yeah. Me to.
s08,e12,Rachel Green,"...you were 50 minutes late to the class, what did you crawl there?!"
s08,e12,Ross Geller,"No, I ran. It was really far, and when did people stop understanding the phrase, ""Get the hell out of my way!"""
s08,e12,Rachel Green,"Well, why didn't you just take a cab?"
s08,e12,Ross Geller,"Ugh, between the traffic that time of day and all the one-way streets it'll take me twice as long. Besides, I teach the class three times a week, who am I? Rockefeller?"
s08,e12,Rachel Green,Well you're not gonna be able to keep doing this.
s08,e12,Ross Geller,"Well I have to. Okay? If I don't, they'll take the class away from me. And...I already put it in my family newsletter."
s08,e12,Rachel Green,You what?
s08,e12,Ross Geller,"You've seen it, the Geller Yeller."
s08,e12,Rachel Green,Right. Wow!
s08,e12,Ross Geller,"Besides, I-I think I figured out a much faster route, I'm sure I can make it this time. I just...I just can't be afraid to get a little bit...hit by cars."
s08,e12,Rachel Green,"Hi! Hey, remember how last night we were talking about that movie Cujo?"
s08,e12,Joey Tribbiani,"Oh yeah, I still can't believe you haven't seen Cujo. What is wrong with you?"
s08,e12,Rachel Green,Relax! It's not like it's Citizen Kane!
s08,e12,Joey Tribbiani,Have you ever tried to sit through Citizen Kane?
s08,e12,Rachel Green,"Yeah I know it's really boring, but it's like a big deal. Anyway, I was thinking about renting Cujo sometime."
s08,e12,Joey Tribbiani,"Oh yeah? All right, let's do it tonight."
s08,e12,Rachel Green,Well don't you have that big date tonight?
s08,e12,Joey Tribbiani,Oh right!
s08,e12,Rachel Green,"Hey Joey, can I ask you something?"
s08,e12,Rachel Green,"After our date last night, did you feel a little weird?"
s08,e12,Joey Tribbiani,"Oh my God! You did too? It totally freaked me out, what was that?!"
s08,e12,Rachel Green,I don't know! I'm-I'm kinda thinking it-it was the lobster...
s08,e12,Joey Tribbiani,"Oh yeah-yeah, the lobster."
s08,e12,Rachel Green,"Yeah, I mean I was up sick all night."
s08,e12,Joey Tribbiani,"Yeah me too, all night."
s08,e12,Rachel Green,Really?! How come we didn't cross paths?
s08,e12,Joey Tribbiani,"Yeah well that's because uh...I stayed in my room. Yeah, you don't want to look in my hamper."
s08,e12,Monica Geller,"Okay, I got that. I'll escape over there. I'll come back over here. All right, come on Ms. Pac-Man. It's got-Right- Well, you're just a little bitch, aren't you?"
s08,e12,Phoebe Buffay,"Hey, you guys. Listen, I'm sorry that I was hogging the game before--Oh my God! Your friends have some unfortunate initials!"
s08,e12,Monica Geller,They're all Chandler.
s08,e12,Phoebe Buffay,Chandler sucks! He couldn't have gotten this good!
s08,e12,Chandler Bing,I did. But it came at a price.
s08,e12,Monica Geller,But Ben is coming over tonight and he can't see this.
s08,e12,Chandler Bing,"Oh come on, by age seven kids have already seen orgies. Was it just me?!"
s08,e12,Ross Geller,"Yeah!!!! Yes, I made it! I'm on time! Okay, why don't we all uh, open our books to page 23. Where... Where you will see...a uh...a bunch of uh...red spots. Okay, umm, why don't, why don't you all start to read, while I-"
s08,e12,Joey Tribbiani,"No-no! I'm fine. It's just... Hey, can I ask you something? Have you ever looked at someone that you've known for a while and then suddenly...suddenly see them a different way?"
s08,e12,Joey Tribbiani,"Yeah. Yeah, that...that's exactly it. You're right. Yeah."
s08,e12,Joey Tribbiani,"Ooh! Yeah. So yeah, so you know exactly what I'm talking about."
s08,e12,Joey Tribbiani,"Oh yeah, sure. Ehhh."
s08,e12,Monica Geller,"Oh my God Phoebe, you're on fire!"
s08,e12,Phoebe Buffay,I know!
s08,e12,Chandler Bing,One more score to go! You can do it!
s08,e12,Phoebe Buffay,Don't touch me!!
s08,e12,Monica Geller,Don't touch her!!
s08,e12,Chandler Bing,All right! Go left! Go left! Go right!! Go right!!
s08,e12,Phoebe Buffay,I can't!! I can't!! Noooooooo!!!!!!! You son of a bitch!!!!!
s08,e12,Phoebe Buffay,Oh hi Ben-No!! Don't look at the machine!
s08,e12,Rachel Green,Oh God! Thank God you're home! I'm watching Cujo.
s08,e12,Rachel Green,Yes! But what is wrong with this dog?!
s08,e12,Joey Tribbiani,"Hey, did you get to the part where they're trapped in the car and Cujo's throwin' himself at the windshield?"
s08,e12,Rachel Green,"No! No! Seriously, what's wrong with the dog?! Wait a minute, what are you doing home so early? What happened to your date?"
s08,e12,Joey Tribbiani,"Oh uh, it didn't work out."
s08,e12,Rachel Green,Oh. Do you want to watch the rest of the movie with me?
s08,e12,Joey Tribbiani,"Oh uh, okay. Yeah."
s08,e12,Rachel Green,"Y'know, I never thought I'd say this about a movie, but I really hope this dog dies. What are you doing over there? Come sit here, you protect me."
s08,e12,Joey Tribbiani,"Oh sure, yeah, why not?"
s08,e12,Rachel Green,"Okay. Okay, that's him! That's him! That's Cujo! That's Cujo!"
s08,e12,Joey Tribbiani,"All right, I know! I know. Yeah, it'll be okay."
s08,e12,Rachel Green,"Oh my God....What's he gonna do now? I can't watch! Oh. Seriously, how can you watch this? Aren't you scared?"
s08,e12,Ross Geller,"So is everybody here? I got here a little early myself. Let us begin. Now, the hydrosaurids have been unearthed in two main locations. Here. Here. Now as for the hydrosaurs..."
s08,e13,Joey Tribbiani,"All right. It's a new day. All that stuff about Rachel, you don't feel that now. It was crazy! You're fine. You're better than fine! You are, as your friend Tony would say, Grrrreat! Everything's normal! She's just your friend Rachel! Your friend Rachel. Your friend! Rachel."
s08,e13,Rachel Green,"Hi, sweetie."
s08,e13,Joey Tribbiani,"Hey, it's your girlfriend, Rachel!"
s08,e13,Chandler Bing,"Are you, are you high?"
s08,e13,Monica Geller,I just had the most amazing bath.
s08,e13,Chandler Bing,Really? I don't like baths.
s08,e13,Monica Geller,"Wait, you like them with me."
s08,e13,Chandler Bing,"Honey, it's not the bath I enjoy, it's the wet, naked lady."
s08,e13,Monica Geller,"Oh, baths are so relaxing!"
s08,e13,Chandler Bing,Really? What do you do? You just sit in there stewing in your own filth.
s08,e13,Monica Geller,"How dirty do you think I am? I'm telling you, if you had some candles and some bubbles and some music, you would love it! It would take all of your stress away."
s08,e13,Chandler Bing,"Honey, it's 2:00 on a Wednesday and I'm watching Road Rules, how stressed do you think I am?"
s08,e13,Joey Tribbiani,"Hey, Chandler, you got a minute? I-I really need to talk to you."
s08,e13,Chandler Bing,"Oh! Uh, yeah! Is this a cold pizza talk or a leftover meatloaf talk?"
s08,e13,Joey Tribbiani,"Well, neither."
s08,e13,Chandler Bing,"Oh my God, what's up?!"
s08,e13,Joey Tribbiani,"I don't know. It's-it's just...lately, I've been feeling... Okay, here's what it is... You know what? I feel a lot better, thanks!"
s08,e13,Chandler Bing,"Oh no-no, no you don't, just come back."
s08,e13,Joey Tribbiani,"All right. Okay. You and Monica, friends for a long time, and sure there are rules, but then you went to London. Oh, no, but that's different. I mean, there are rules there, too! You know what I mean?"
s08,e13,Chandler Bing,Do you?
s08,e13,Joey Tribbiani,"It was different for you guys! I mean, I mean, you were both in the same place, right?"
s08,e13,Chandler Bing,In London?
s08,e13,Chandler Bing,"Yes. When Monica and I were in London, we were both in London."
s08,e13,Joey Tribbiani,"You know what? This is a bad idea. Forget it. Forget it, and listen, do me a favor, this conversation was between you and me."
s08,e13,Chandler Bing,If that.
s08,e13,Rachel Green,"Hi! Oh, Ross, don't forget, we have that doctor's appointment tomorrow!"
s08,e13,Phoebe Buffay,"Hey, are you going to find out the sex of the baby?"
s08,e13,Ross Geller,"No-no, we talked about it. We don't want to know. All we care about is that it's happy and healthy."
s08,e13,Rachel Green,Yep! Happy and healthy! And cute!
s08,e13,Ross Geller,And smart!
s08,e13,Ross Geller,With an aptitude for science.
s08,e13,Phoebe Buffay,Are you two talking about the same baby? Hey! Have you started off thinking of names yet?
s08,e13,Rachel Green,Oh yeah! I've come up with a bunch of ideas!
s08,e13,Ross Geller,Really? Me too!
s08,e13,Phoebe Buffay,Me too!
s08,e13,Phoebe Buffay,"Uh huh! If it's a girl, Phoebe, and if it's a boy, Phoebo!"
s08,e13,Ross Geller,"Maybe. But it wouldn't hurt to have a backup, you know? Uh, Rach-Rach, what were you thinking?"
s08,e13,Rachel Green,"Okay! I was thinking if it's a girl, how about Sandrine? It's French."
s08,e13,Ross Geller,Huh. That's a really pretty name for-for an industrial solvent.
s08,e13,Rachel Green,"Okay fine, what do you have?"
s08,e13,Ross Geller,"Well, OK, it's for a boy. Well, I know it's a little out there, but...Darwin."
s08,e13,Rachel Green,"Wow, oh my God, our child will be beaten to death in the schoolyard."
s08,e13,Phoebe Buffay,"Yeah, by Sandrine."
s08,e13,Ross Geller,You're just saying that 'cause I said no to your name!
s08,e13,Rachel Green,"I'm really, really not."
s08,e13,Phoebe Buffay,How-how about you each get five vetoes?
s08,e13,Ross Geller,All right.
s08,e13,Rachel Green,All right.
s08,e13,Ross Geller,That sounds fair.
s08,e13,Rachel Green,"Yeah! I don't think you're going to need it though. Okay, check this out. If it's a girl, Rain."
s08,e13,Ross Geller,"Rain? Hi. Hi, my name is Rain. I have my own kiln, and my dress is made out of wheat."
s08,e13,Phoebe Buffay,I know her! I bought homemade soap from her at a Dead show!
s08,e13,Ross Geller,"Okay, how about, for a guy, Thatcher?"
s08,e13,Rachel Green,"Ross, why do you hate our child?"
s08,e13,Ross Geller,"Fine, you go."
s08,e13,Rachel Green,"Okay, James."
s08,e13,Rachel Green,But only if it's a girl.
s08,e13,Ross Geller,"Oh, veto. How about-Ooh, I like Ruth! What about Ruth?"
s08,e13,Rachel Green,Oh! I'm sorry! Are we having an 89-year-old? How about Dayton?
s08,e13,Ross Geller,Veto. Stewart?
s08,e13,Rachel Green,Veto. Sawyer?
s08,e13,Ross Geller,Veto. Helen?
s08,e13,Phoebe Buffay,"Is it me, or is veto starting to sound really good?"
s08,e13,Monica Geller,"Boy, do I have a surprise for you!"
s08,e13,Chandler Bing,Sex on the balcony?
s08,e13,Monica Geller,"No, but someone's really not going to get over that idea, are they?"
s08,e13,Chandler Bing,What is it?
s08,e13,Monica Geller,I drew you a bath!
s08,e13,Chandler Bing,"Honey, I don't like baths! Could you draw me a picture of us having sex on the balcony?"
s08,e13,Monica Geller,"Please, could you just try it for me? Come on, I used all my best stuff! I-I-I lit some candles. I put on some music. I used bath salts, plus bubble bath! And got you this little plastic Navy ship. So it's a boy bath!"
s08,e13,Chandler Bing,"Well, this does butch it up a bit."
s08,e13,Monica Geller,"I swear, if you try it, you will love it!"
s08,e13,Chandler Bing,"All right, if I do this, can we at least discuss sex on the balcony?"
s08,e13,Monica Geller,Bet I know how that discussion's going to go.
s08,e13,Chandler Bing,"All right, this isn't so bad. I like the flower smell! Which is okay, because I've got my boat."
s08,e13,Chandler Bing,Oh my God.
s08,e13,Monica Geller,"I told you you were a bath person! Hey, when you get out, maybe I can give you a facial!"
s08,e13,Chandler Bing,I'm going to need a bigger boat.
s08,e13,Ross Geller,"I don't think you had an open mind about the name Ruth. I mean, come on, little Ruthie Geller, how-how cute is that?"
s08,e13,Rachel Green,"Oh, oh my God! I can practically hear the mahjong tiles!"
s08,e13,Ross Geller,"Uh, no. No, we're not."
s08,e13,Rachel Green,But you have it right there in that file? You could tell us whether it's a boy or a girl? Dayton or Sandrine? Phoebe or Phoebo?
s08,e13,Ross Geller,"No, no, we want to wait, right?"
s08,e13,Rachel Green,Right. Right.
s08,e13,Rachel Green,"So, which of these babies do you think is the ugliest?"
s08,e13,Ross Geller,"What? Rach! Come on, that's terrible! They're...uh...they're babies. They're-they're all beautiful."
s08,e13,Rachel Green,Third one from the left?
s08,e13,Ross Geller,"Yeah, why is it staring at me? I think it knows I'm talking about it. Don't-don't you-Wh-Wha-Hey!!"
s08,e13,Ross Geller,You're looking!
s08,e13,Rachel Green,I didn't!
s08,e13,Ross Geller,I saw you!
s08,e13,Rachel Green,"Okay fine, I did. But I didn't see anything, I swear."
s08,e13,Ross Geller,Shame on you! Ugly baby judges you!
s08,e13,Rachel Green,"Okay, but Ross just listen to me..."
s08,e13,Ross Geller,"No, no, no, no! Don't tell me! I don't want to know!"
s08,e13,Rachel Green,"But I couldn't even if I wanted to, because I don't know! I swear; I didn't see anything, and I don't want to know! It was just a momentary lapse."
s08,e13,Ross Geller,Momentary lapse. Don't-don't you have any self-control?
s08,e13,Rachel Green,"Okay, a couple months late on the lecture, Ross."
s08,e13,Chandler Bing,"I'm in the bathroom, can you come in here? I think there's something wrong."
s08,e13,Monica Geller,You know what? I-I think I'll wait out here.
s08,e13,Chandler Bing,I'm in the bathtub.
s08,e13,Monica Geller,Oh. What's wrong?
s08,e13,Chandler Bing,"I drew my own bath, but I did it wrong! The water's tepid. The salt didn't dissolve and is now... lodged places. And the scents I used don't compliment each other. Eucalyptus and chamomile-Oh!"
s08,e13,Chandler Bing,The bath salts! They're starting to effervesce! It's different. It's interesting.
s08,e13,Monica Geller,"Okay, let's talk about something else."
s08,e13,Chandler Bing,"Yeah! Sure, sure. So, what was going on with you today? Oh-oh-oh!"
s08,e13,Monica Geller,"Well, I actually had the weirdest conversation with Joey. He was talking about rules and right and wrong and..."
s08,e13,Chandler Bing,I had the exact same conversation.
s08,e13,Monica Geller,You did? What was he talking about?
s08,e13,Chandler Bing,I don't know! Joey hasn't had this much trouble getting out words since we saw him in Macbeth!
s08,e13,Monica Geller,That was a long night.
s08,e13,Chandler Bing,"All right, let's break this down. What exactly did he say to you?"
s08,e13,Monica Geller,"Okay, he was talking about rules."
s08,e13,Monica Geller,"Umm, and looking at people differently."
s08,e13,Chandler Bing,He didn't say anything about that to me.
s08,e13,Monica Geller,What did he tell you?
s08,e13,Chandler Bing,"He was asking all these questions about you, me, and London. And, of course the glue that holds this all together, the rules."
s08,e13,Monica Geller,"Okay. So you, me and London. Looking at people differently. Maybe he wants to do what you and I did in London with someone."
s08,e13,Chandler Bing,But what did he mean by rules?
s08,e13,Monica Geller,Wait a minute! He stopped talking the minute Phoebe came in!
s08,e13,Chandler Bing,Because he was looking at her differently.
s08,e13,Monica Geller,"And Phoebe is his friend, so he thinks that would be breaking the rules!"
s08,e13,Chandler Bing,My God! He wants to do it with Phoebe in London!
s08,e13,Phoebe Buffay,You guys?
s08,e13,Monica Geller,Just a minute! That's Mrs. Tribbiani!
s08,e13,Chandler Bing,You don't say anything.
s08,e13,Monica Geller,"Why would I say anything? That two of our best friends could start the greatest love affair of their lives! And they would have me to thank, and we could all start having babies?"
s08,e13,Chandler Bing,I'm not going to let you say anything.
s08,e13,Monica Geller,You just stay here!
s08,e13,Chandler Bing,"Oh, God!"
s08,e13,Phoebe Buffay,"Oh, hey, Monica, I brought back your iron."
s08,e13,Monica Geller,"Oh, you had that?"
s08,e13,Monica Geller,"I thought I lost it. I got a new one, like, a month ago."
s08,e13,Phoebe Buffay,"Oh, just as well, I broke this one."
s08,e13,Monica Geller,"I mean, I-I, I really shouldn't say. I mean, I'm really not supposed to."
s08,e13,Monica Geller,It's a humdinger!
s08,e13,Phoebe Buffay,Then it's really too bad that you can't tell me.
s08,e13,Monica Geller,Somebody likes you!
s08,e13,Phoebe Buffay,Is it Chandler?
s08,e13,Phoebe Buffay,"Well, then tell him to stop staring!"
s08,e13,Monica Geller,It's Joey!
s08,e13,Phoebe Buffay,Really?! Joey?! You don't say.
s08,e13,Monica Geller,Is it something you'd be interested in?
s08,e13,Phoebe Buffay,"I don't know, I don't know, I don't know. You know, I mean, on the one hand, Mother may I? But y'know on the other hand... No. No, I can't. We're friends. No, oh, no. I don't want to risk what we have."
s08,e13,Monica Geller,"I guess that makes sense. So, you think you're going to talk to him?"
s08,e13,Phoebe Buffay,"Sure, yeah. I mean, it's Joey. I don't want him to get hurt. Well, I must say, I am on fire! First Chandler, now Joey!"
s08,e13,Monica Geller,"Not Chandler, just Joey."
s08,e13,Rachel Green,You know what? I've been thinking about it. I'm really coming around on the name Ruth. I think I would actually consider naming our child that.
s08,e13,Ross Geller,"Rach, I-I can't tell you how-how much that means to me! Ohh... Wait a minute. Wait a minute. You-you hated the name Ruth! Why-why would you change your mind? Unless, you know we're never going to have to use it. You did see the folder. You know it's a boy!"
s08,e13,Rachel Green,I didn't see anything! I actually changed my mind about the name.
s08,e13,Ross Geller,"I don't think so! You're just giving me Ruth so you'll get to name it when it's a boy, and that's when you'll swoop in and name him Heath or Blaine or Sequoia."
s08,e13,Rachel Green,I would-Sequoia?
s08,e13,Ross Geller,"Unless... You anticipated that I would figure all this out and you know that it actually is a girl, and you really do want her to be named Ruth! Well, I'm not falling for that! Okay? Ruth is off the table!"
s08,e13,Rachel Green,"But Ross, you want the name Ruth!"
s08,e13,Ross Geller,Not like this!
s08,e13,Joey Tribbiani,"Hey. Well, what's up?"
s08,e13,Phoebe Buffay,"Umm, Joey, I know."
s08,e13,Phoebe Buffay,I knooow.
s08,e13,Phoebe Buffay,I know about your feelings.
s08,e13,Joey Tribbiani,Oh my God. You do?
s08,e13,Phoebe Buffay,"Yes, and I'm sorry. I-I know things worked out for Chandler and Monica, but that's very rare."
s08,e13,Joey Tribbiani,"I know. I know. And this is so much more complicated than it was for those guys. I mean, it's Rachel for God sakes."
s08,e13,Phoebe Buffay,"For God sakes, it's Rachel!"
s08,e13,Joey Tribbiani,I know. I know. And she's not only my friend; she's my pregnant friend! She's my pregnant friend who's Ross' ex!
s08,e13,Phoebe Buffay,Yeah that's Rachel. Beat me over the head with it.
s08,e13,Joey Tribbiani,"What am I going to do? You know, and I keep, I keep trying to get rid of these feelings, y'know? I stayed up all last night and made a list of everything I don't like about her. You want to hear it?"
s08,e13,Joey Tribbiani,"She made me switch to light Mayo. That's it! That's all I got! And, you know what? It tastes the same and my pants fit better!"
